MunicipioID;CodigoIBGE;Nome;MesoregiaoID;MicroregiaoID;UFID;DataInsert
824;2207850;Pavussu;28;94;9;2021-07-16 00:02:55.160
825;2207900;Pedro II;27;89;9;2021-07-16 00:02:55.163
826;2207934;Pedro Laurentino;29;100;9;2021-07-16 00:02:55.163
827;2208007;Picos;29;98;9;2021-07-16 00:02:55.167
828;2208106;Pimenteiras;27;91;9;2021-07-16 00:02:55.167
829;2208205;Pio IX;29;99;9;2021-07-16 00:02:55.170
830;2208304;Piracuruca;26;87;9;2021-07-16 00:02:55.170
831;2208403;Piripiri;26;86;9;2021-07-16 00:02:55.170
832;2208502;Porto;26;86;9;2021-07-16 00:02:55.173
833;2208551;Porto Alegre do Piauí;28;93;9;2021-07-16 00:02:55.173
834;2208601;Prata do Piauí;27;91;9;2021-07-16 00:02:55.177
835;2208650;Queimada Nova;29;100;9;2021-07-16 00:02:55.180
836;2208700;Redenção do Gurguéia;28;95;9;2021-07-16 00:02:55.180
837;2208809;Regeneração;27;90;9;2021-07-16 00:02:55.180
838;2208858;Riacho Frio;28;97;9;2021-07-16 00:02:55.183
839;2208874;Ribeira do Piauí;29;100;9;2021-07-16 00:02:55.183
840;2208908;Ribeiro Gonçalves;28;92;9;2021-07-16 00:02:55.187
841;2209005;Rio Grande do Piauí;28;94;9;2021-07-16 00:02:55.187
842;2209104;Santa Cruz do Piauí;29;98;9;2021-07-16 00:02:55.187
843;2209153;Santa Cruz dos Milagres;27;91;9;2021-07-16 00:02:55.190
844;2209203;Santa Filomena;28;92;9;2021-07-16 00:02:55.190
845;2209302;Santa Luz;28;95;9;2021-07-16 00:02:55.190
846;2209377;Santa Rosa do Piauí;29;98;9;2021-07-16 00:02:55.193
847;2209351;Santana do Piauí;29;98;9;2021-07-16 00:02:55.193
848;2209401;Santo Antônio de Lisboa;29;99;9;2021-07-16 00:02:55.193
849;2209450;Santo Antônio dos Milagres;27;90;9;2021-07-16 00:02:55.197
850;2209500;Santo Inácio do Piauí;29;100;9;2021-07-16 00:02:55.197
851;2209559;São Braz do Piauí;28;96;9;2021-07-16 00:02:55.200
852;2209609;São Félix do Piauí;27;91;9;2021-07-16 00:02:55.200
853;2209658;São Francisco de Assis do Piauí;29;100;9;2021-07-16 00:02:55.200
854;2209708;São Francisco do Piauí;28;94;9;2021-07-16 00:02:55.203
855;2209757;São Gonçalo do Gurguéia;28;95;9;2021-07-16 00:02:55.203
856;2209807;São Gonçalo do Piauí;27;90;9;2021-07-16 00:02:55.203
857;2209856;São João da Canabrava;29;98;9;2021-07-16 00:02:55.207
858;2209872;São João da Fronteira;26;87;9;2021-07-16 00:02:55.207
859;2209906;São João da Serra;27;89;9;2021-07-16 00:02:55.210
860;2209955;São João da Varjota;29;98;9;2021-07-16 00:02:55.210
861;2209971;São João do Arraial;26;86;9;2021-07-16 00:02:55.210
862;2210003;São João do Piauí;29;100;9;2021-07-16 00:02:55.213
863;2210052;São José do Divino;26;87;9;2021-07-16 00:02:55.213
864;2210102;São José do Peixe;28;94;9;2021-07-16 00:02:55.213
865;2210201;São José do Piauí;29;98;9;2021-07-16 00:02:55.217
866;2210300;São Julião;29;99;9;2021-07-16 00:02:55.217
867;2210359;São Lourenço do Piauí;28;96;9;2021-07-16 00:02:55.220
868;2210375;São Luis do Piauí;29;98;9;2021-07-16 00:02:55.220
869;2210383;São Miguel da Baixa Grande;27;91;9;2021-07-16 00:02:55.220
870;2210391;São Miguel do Fidalgo;28;94;9;2021-07-16 00:02:55.220
871;2210409;São Miguel do Tapuio;27;89;9;2021-07-16 00:02:55.223
872;2210508;São Pedro do Piauí;27;90;9;2021-07-16 00:02:55.223
873;2210607;São Raimundo Nonato;28;96;9;2021-07-16 00:02:55.227
874;2210623;Sebastião Barros;28;97;9;2021-07-16 00:02:55.227
875;2210631;Sebastião Leal;28;93;9;2021-07-16 00:02:55.227
876;2210656;Sigefredo Pacheco;27;89;9;2021-07-16 00:02:55.230
877;2210706;Simões;29;100;9;2021-07-16 00:02:55.230
878;2210805;Simplício Mendes;29;100;9;2021-07-16 00:02:55.230
879;2210904;Socorro do Piauí;29;100;9;2021-07-16 00:02:55.233
880;2210938;Sussuapara;29;98;9;2021-07-16 00:02:55.233
881;2210953;Tamboril do Piauí;28;96;9;2021-07-16 00:02:55.237
882;2210979;Tanque do Piauí;29;98;9;2021-07-16 00:02:55.237
883;2211001;Teresina;27;88;9;2021-07-16 00:02:55.237
884;2211100;União;27;88;9;2021-07-16 00:02:55.240
885;2211209;Uruçuí;28;92;9;2021-07-16 00:02:55.240
886;2211308;Valença do Piauí;27;91;9;2021-07-16 00:02:55.240
887;2211357;Várzea Branca;28;96;9;2021-07-16 00:02:55.240
888;2211407;Várzea Grande;27;91;9;2021-07-16 00:02:55.243
889;2211506;Vera Mendes;29;100;9;2021-07-16 00:02:55.243
890;2211605;Vila Nova do Piauí;29;100;9;2021-07-16 00:02:55.247
891;2211704;Wall Ferraz;29;98;9;2021-07-16 00:02:55.247
892;2300101;Abaiara;36;133;10;2021-07-16 00:02:55.247
893;2300150;Acarape;31;113;10;2021-07-16 00:02:55.250
894;2300200;Acaraú;30;101;10;2021-07-16 00:02:55.250
895;2300309;Acopiara;33;121;10;2021-07-16 00:02:55.250
896;2300408;Aiuaba;33;120;10;2021-07-16 00:02:55.253
897;2300507;Alcântaras;30;104;10;2021-07-16 00:02:55.253
898;2300606;Altaneira;36;130;10;2021-07-16 00:02:55.257
899;2300705;Alto Santo;34;123;10;2021-07-16 00:02:55.257
900;2300754;Amontada;31;108;10;2021-07-16 00:02:55.257
901;2300804;Antonina do Norte;35;127;10;2021-07-16 00:02:55.260
902;2300903;Apuiarés;31;111;10;2021-07-16 00:02:55.260
903;2301000;Aquiraz;32;116;10;2021-07-16 00:02:55.260
904;2301109;Aracati;34;122;10;2021-07-16 00:02:55.263
905;2301208;Aracoiaba;31;113;10;2021-07-16 00:02:55.263
906;2301257;Ararendá;33;118;10;2021-07-16 00:02:55.263
907;2301307;Araripe;36;129;10;2021-07-16 00:02:55.267
908;2301406;Aratuba;31;113;10;2021-07-16 00:02:55.267
909;2301505;Arneiroz;33;120;10;2021-07-16 00:02:55.270
910;2301604;Assaré;36;129;10;2021-07-16 00:02:55.270
911;2301703;Aurora;36;131;10;2021-07-16 00:02:55.270
912;2301802;Baixio;35;128;10;2021-07-16 00:02:55.270
913;2301851;Banabuiú;33;119;10;2021-07-16 00:02:55.273
914;2301901;Barbalha;36;132;10;2021-07-16 00:02:55.273
915;2301950;Barreira;31;114;10;2021-07-16 00:02:55.277
916;2302008;Barro;36;131;10;2021-07-16 00:02:55.277
917;2302057;Barroquinha;30;101;10;2021-07-16 00:02:55.277
918;2302107;Baturité;31;113;10;2021-07-16 00:02:55.280
919;2302206;Beberibe;31;435;10;2021-07-16 00:02:55.280
920;2302305;Bela Cruz;30;101;10;2021-07-16 00:02:55.280
921;2302404;Boa Viagem;33;119;10;2021-07-16 00:02:55.283
922;2302503;Brejo Santo;36;133;10;2021-07-16 00:02:55.283
923;2302602;Camocim;30;101;10;2021-07-16 00:02:55.283
924;2302701;Campos Sales;36;129;10;2021-07-16 00:02:55.287
925;2302800;Canindé;31;112;10;2021-07-16 00:02:55.287
926;2302909;Capistrano;31;113;10;2021-07-16 00:02:55.290
927;2303006;Caridade;31;112;10;2021-07-16 00:02:55.290
928;2303105;Cariré;30;105;10;2021-07-16 00:02:55.290
929;2303204;Caririaçu;36;130;10;2021-07-16 00:02:55.290
930;2303303;Cariús;35;127;10;2021-07-16 00:02:55.293
931;2303402;Carnaubal;30;102;10;2021-07-16 00:02:55.293
932;2303501;Cascavel;31;435;10;2021-07-16 00:02:55.297
933;2303600;Catarina;33;120;10;2021-07-16 00:02:55.297
934;2303659;Catunda;30;107;10;2021-07-16 00:02:55.300
935;2303709;Caucaia;32;116;10;2021-07-16 00:02:55.300
936;2303808;Cedro;35;126;10;2021-07-16 00:02:55.300
937;2303907;Chaval;30;101;10;2021-07-16 00:02:55.300
938;2303931;Choró;33;119;10;2021-07-16 00:02:55.303
939;2303956;Chorozinho;31;114;10;2021-07-16 00:02:55.303
940;2304004;Coreaú;30;103;10;2021-07-16 00:02:55.307
941;2304103;Crateús;33;118;10;2021-07-16 00:02:55.307
942;2304202;Crato;36;132;10;2021-07-16 00:02:55.307
943;2304236;Croatá;30;102;10;2021-07-16 00:02:55.310
944;2304251;Cruz;30;101;10;2021-07-16 00:02:55.310
945;2304269;Deputado Irapuan Pinheiro;33;121;10;2021-07-16 00:02:55.310
946;2304277;Ereré;34;125;10;2021-07-16 00:02:55.313
947;2304285;Eusébio;32;116;10;2021-07-16 00:02:55.313
948;2304301;Farias Brito;36;130;10;2021-07-16 00:02:55.313
949;2304350;Forquilha;30;105;10;2021-07-16 00:02:55.317
950;2304400;Fortaleza;32;116;10;2021-07-16 00:02:55.317
951;2304459;Fortim;34;122;10;2021-07-16 00:02:55.320
952;2304509;Frecheirinha;30;103;10;2021-07-16 00:02:55.320
953;2304608;General Sampaio;31;111;10;2021-07-16 00:02:55.320
954;2304657;Graça;30;105;10;2021-07-16 00:02:55.323
955;2304707;Granja;30;101;10;2021-07-16 00:02:55.323
956;2304806;Granjeiro;36;130;10;2021-07-16 00:02:55.323
957;2304905;Groaíras;30;105;10;2021-07-16 00:02:55.327
958;2304954;Guaiúba;32;116;10;2021-07-16 00:02:55.327
959;2305001;Guaraciaba do Norte;30;102;10;2021-07-16 00:02:55.330
960;2305100;Guaramiranga;31;113;10;2021-07-16 00:02:55.330
961;2305209;Hidrolândia;30;107;10;2021-07-16 00:02:55.330
962;2305233;Horizonte;32;117;10;2021-07-16 00:02:55.333
963;2305266;Ibaretama;33;119;10;2021-07-16 00:02:55.333
964;2305308;Ibiapina;30;102;10;2021-07-16 00:02:55.337
965;2305332;Ibicuitinga;34;123;10;2021-07-16 00:02:55.337
966;2305357;Icapuí;34;122;10;2021-07-16 00:02:55.340
967;2305407;Icó;35;126;10;2021-07-16 00:02:55.340
968;2305506;Iguatu;35;126;10;2021-07-16 00:02:55.340
969;2305605;Independência;33;118;10;2021-07-16 00:02:55.340
970;2305654;Ipaporanga;33;118;10;2021-07-16 00:02:55.343
971;2305704;Ipaumirim;35;128;10;2021-07-16 00:02:55.343
972;2305803;Ipu;30;106;10;2021-07-16 00:02:55.347
973;2305902;Ipueiras;30;106;10;2021-07-16 00:02:55.347
974;2306009;Iracema;34;125;10;2021-07-16 00:02:55.350
975;2306108;Irauçuba;30;105;10;2021-07-16 00:02:55.350
976;2306207;Itaiçaba;34;122;10;2021-07-16 00:02:55.350
977;2306256;Itaitinga;32;116;10;2021-07-16 00:02:55.350
978;2306306;Itapajé;31;110;10;2021-07-16 00:02:55.353
979;2306405;Itapipoca;31;108;10;2021-07-16 00:02:55.353
980;2306504;Itapiúna;31;113;10;2021-07-16 00:02:55.357
981;2306553;Itarema;30;101;10;2021-07-16 00:02:55.357
982;2306603;Itatira;31;112;10;2021-07-16 00:02:55.357
983;2306702;Jaguaretama;34;124;10;2021-07-16 00:02:55.360
984;2306801;Jaguaribara;34;124;10;2021-07-16 00:02:55.360
985;2306900;Jaguaribe;34;124;10;2021-07-16 00:02:55.360
986;2307007;Jaguaruana;34;123;10;2021-07-16 00:02:55.363
987;2307106;Jardim;36;132;10;2021-07-16 00:02:55.363
988;2307205;Jati;36;133;10;2021-07-16 00:02:55.363
989;2307254;Jijoca de Jericoacoara;30;101;10;2021-07-16 00:02:55.367
990;2307304;Juazeiro do Norte;36;132;10;2021-07-16 00:02:55.367
991;2307403;Jucás;35;127;10;2021-07-16 00:02:55.370
992;2307502;Lavras da Mangabeira;35;128;10;2021-07-16 00:02:55.370
993;2307601;Limoeiro do Norte;34;123;10;2021-07-16 00:02:55.370
994;2307635;Madalena;33;119;10;2021-07-16 00:02:55.373
995;2307650;Maracanaú;32;116;10;2021-07-16 00:02:55.373
996;2307700;Maranguape;32;116;10;2021-07-16 00:02:55.373
997;2307809;Marco;30;101;10;2021-07-16 00:02:55.377
998;2307908;Martinópole;30;101;10;2021-07-16 00:02:55.377
999;2308005;Massapê;30;105;10;2021-07-16 00:02:55.380
1000;2308104;Mauriti;36;131;10;2021-07-16 00:02:55.380
1001;2308203;Meruoca;30;104;10;2021-07-16 00:02:55.380
1002;2308302;Milagres;36;133;10;2021-07-16 00:02:55.380
1003;2308351;Milhã;33;121;10;2021-07-16 00:02:55.383
1004;2308377;Miraíma;30;105;10;2021-07-16 00:02:55.383
1005;2308401;Missão Velha;36;132;10;2021-07-16 00:02:55.387
1006;2308500;Mombaça;33;121;10;2021-07-16 00:02:55.387
1007;2308609;Monsenhor Tabosa;33;118;10;2021-07-16 00:02:55.387
1008;2308708;Morada Nova;34;123;10;2021-07-16 00:02:55.390
1009;2308807;Moraújo;30;103;10;2021-07-16 00:02:55.390
1010;2308906;Morrinhos;30;101;10;2021-07-16 00:02:55.390
1011;2309003;Mucambo;30;105;10;2021-07-16 00:02:55.393
1012;2309102;Mulungu;31;113;10;2021-07-16 00:02:55.393
1013;2309201;Nova Olinda;36;132;10;2021-07-16 00:02:55.397
1014;2309300;Nova Russas;33;118;10;2021-07-16 00:02:55.397
1015;2309409;Novo Oriente;33;118;10;2021-07-16 00:02:55.397
1016;2309458;Ocara;31;114;10;2021-07-16 00:02:55.400
1017;2309508;Orós;35;126;10;2021-07-16 00:02:55.400
1018;2309607;Pacajus;32;117;10;2021-07-16 00:02:55.400
1019;2309706;Pacatuba;32;116;10;2021-07-16 00:02:55.403
1020;2309805;Pacoti;31;113;10;2021-07-16 00:02:55.403
1021;2309904;Pacujá;30;105;10;2021-07-16 00:02:55.407
1022;2310001;Palhano;34;123;10;2021-07-16 00:02:55.407
1023;2310100;Palmácia;31;113;10;2021-07-16 00:02:55.407
1024;2310209;Paracuru;31;109;10;2021-07-16 00:02:55.410
1025;2310258;Paraipaba;31;109;10;2021-07-16 00:02:55.410
1026;2310308;Parambu;33;120;10;2021-07-16 00:02:55.413
1027;2310407;Paramoti;31;112;10;2021-07-16 00:02:55.413
1028;2310506;Pedra Branca;33;121;10;2021-07-16 00:02:55.413
1029;2310605;Penaforte;36;133;10;2021-07-16 00:02:55.417
1030;2310704;Pentecoste;31;111;10;2021-07-16 00:02:55.417
1031;2310803;Pereiro;34;125;10;2021-07-16 00:02:55.420
1032;2310852;Pindoretama;31;435;10;2021-07-16 00:02:55.420
1033;2310902;Piquet Carneiro;33;121;10;2021-07-16 00:02:55.420
1034;2310951;Pires Ferreira;30;106;10;2021-07-16 00:02:55.420
1035;2311009;Poranga;30;106;10;2021-07-16 00:02:55.423
1036;2311108;Porteiras;36;132;10;2021-07-16 00:02:55.423
1037;2311207;Potengi;36;129;10;2021-07-16 00:02:55.427
1038;2311231;Potiretama;34;125;10;2021-07-16 00:02:55.427
1039;2311264;Quiterianópolis;33;118;10;2021-07-16 00:02:55.427
1040;2311306;Quixadá;33;119;10;2021-07-16 00:02:55.430
1041;2311355;Quixelô;35;126;10;2021-07-16 00:02:55.430
1042;2311405;Quixeramobim;33;119;10;2021-07-16 00:02:55.430
1043;2311504;Quixeré;34;123;10;2021-07-16 00:02:55.433
1044;2311603;Redenção;31;113;10;2021-07-16 00:02:55.433
1045;2311702;Reriutaba;30;106;10;2021-07-16 00:02:55.433
1046;2311801;Russas;34;123;10;2021-07-16 00:02:55.437
1047;2311900;Saboeiro;33;120;10;2021-07-16 00:02:55.437
1048;2311959;Salitre;36;129;10;2021-07-16 00:02:55.440
1049;2312205;Santa Quitéria;30;107;10;2021-07-16 00:02:55.440
1050;2312007;Santana do Acaraú;30;105;10;2021-07-16 00:02:55.440
1051;2312106;Santana do Cariri;36;132;10;2021-07-16 00:02:55.443
1052;2312304;São Benedito;30;102;10;2021-07-16 00:02:55.443
1053;2312403;São Gonçalo do Amarante;31;109;10;2021-07-16 00:02:55.447
1054;2312502;São João do Jaguaribe;34;123;10;2021-07-16 00:02:55.447
1055;2312601;São Luís do Curu;31;111;10;2021-07-16 00:02:55.447
1056;2312700;Senador Pompeu;33;121;10;2021-07-16 00:02:55.450
1057;2312809;Senador Sá;30;105;10;2021-07-16 00:02:55.450
1058;2312908;Sobral;30;105;10;2021-07-16 00:02:55.450
1059;2313005;Solonópole;33;121;10;2021-07-16 00:02:55.453
1060;2313104;Tabuleiro do Norte;34;123;10;2021-07-16 00:02:55.453
1061;2313203;Tamboril;33;118;10;2021-07-16 00:02:55.457
1062;2313252;Tarrafas;35;127;10;2021-07-16 00:02:55.457
1063;2313302;Tauá;33;120;10;2021-07-16 00:02:55.457
1064;2313351;Tejuçuoca;31;111;10;2021-07-16 00:02:55.460
1065;2313401;Tianguá;30;102;10;2021-07-16 00:02:55.460
1066;2313500;Trairi;31;108;10;2021-07-16 00:02:55.460
1067;2313559;Tururu;31;110;10;2021-07-16 00:02:55.463
1068;2313609;Ubajara;30;102;10;2021-07-16 00:02:55.463
1069;2313708;Umari;35;128;10;2021-07-16 00:02:55.463
1070;2313757;Umirim;31;110;10;2021-07-16 00:02:55.467
1071;2313807;Uruburetama;31;110;10;2021-07-16 00:02:55.467
1072;2313906;Uruoca;30;103;10;2021-07-16 00:02:55.467
1073;2313955;Varjota;30;106;10;2021-07-16 00:02:55.470
1074;2314003;Várzea Alegre;35;127;10;2021-07-16 00:02:55.470
1075;2314102;Viçosa do Ceará;30;102;10;2021-07-16 00:02:55.470
1076;2400109;Acari;38;145;11;2021-07-16 00:02:55.473
1077;2400208;Açu;37;137;11;2021-07-16 00:02:55.473
1078;2400307;Afonso Bezerra;38;142;11;2021-07-16 00:02:55.477
1079;2400406;Água Nova;37;138;11;2021-07-16 00:02:55.477
1080;2400505;Alexandria;37;139;11;2021-07-16 00:02:55.477
1081;2400604;Almino Afonso;37;140;11;2021-07-16 00:02:55.480
1082;2400703;Alto do Rodrigues;37;137;11;2021-07-16 00:02:55.480
1083;2400802;Angicos;38;142;11;2021-07-16 00:02:55.480
1084;2400901;Antônio Martins;37;140;11;2021-07-16 00:02:55.483
1085;2401008;Apodi;37;135;11;2021-07-16 00:02:55.483
1086;2401107;Areia Branca;37;134;11;2021-07-16 00:02:55.487
1087;2401206;Arês;40;175;11;2021-07-16 00:02:55.487
1088;2401404;Baía Formosa;40;175;11;2021-07-16 00:02:55.487
1089;2401453;Baraúna;37;134;11;2021-07-16 00:02:55.490
1090;2401503;Barcelona;39;147;11;2021-07-16 00:02:55.490
1091;2401602;Bento Fernandes;39;146;11;2021-07-16 00:02:55.490
1092;2401651;Bodó;38;143;11;2021-07-16 00:02:55.493
1093;2401701;Bom Jesus;39;148;11;2021-07-16 00:02:55.493
1094;2401800;Brejinho;39;148;11;2021-07-16 00:02:55.493
1095;2401859;Caiçara do Norte;38;141;11;2021-07-16 00:02:55.497
1096;2401909;Caiçara do Rio do Vento;38;142;11;2021-07-16 00:02:55.497
1097;2402006;Caicó;38;144;11;2021-07-16 00:02:55.500
1098;2401305;Campo Grande;37;136;11;2021-07-16 00:02:55.500
1099;2402105;Campo Redondo;39;147;11;2021-07-16 00:02:55.500
1100;2402204;Canguaretama;40;175;11;2021-07-16 00:02:55.503
1101;2402303;Caraúbas;37;135;11;2021-07-16 00:02:55.503
1102;2402402;Carnaúba dos Dantas;38;145;11;2021-07-16 00:02:55.503
1103;2402501;Carnaubais;37;137;11;2021-07-16 00:02:55.507
1104;2402600;Ceará-Mirim;40;150;11;2021-07-16 00:02:55.507
1105;2402709;Cerro Corá;38;143;11;2021-07-16 00:02:55.510
1106;2402808;Coronel Ezequiel;39;147;11;2021-07-16 00:02:55.510
1107;2402907;Coronel João Pessoa;37;138;11;2021-07-16 00:02:55.510
1108;2403004;Cruzeta;38;145;11;2021-07-16 00:02:55.513
1109;2403103;Currais Novos;38;145;11;2021-07-16 00:02:55.513
1110;2403202;Doutor Severiano;37;138;11;2021-07-16 00:02:55.513
1111;2403301;Encanto;37;138;11;2021-07-16 00:02:55.517
1112;2403400;Equador;38;145;11;2021-07-16 00:02:55.517
1113;2403509;Espírito Santo;40;175;11;2021-07-16 00:02:55.520
1114;2403608;Extremoz;40;151;11;2021-07-16 00:02:55.520
1115;2403707;Felipe Guerra;37;135;11;2021-07-16 00:02:55.520
1116;2403756;Fernando Pedroza;38;142;11;2021-07-16 00:02:55.523
1117;2403806;Florânia;38;143;11;2021-07-16 00:02:55.523
1118;2403905;Francisco Dantas;37;139;11;2021-07-16 00:02:55.523
1119;2404002;Frutuoso Gomes;37;140;11;2021-07-16 00:02:55.527
1120;2404101;Galinhos;38;141;11;2021-07-16 00:02:55.527
1121;2404200;Goianinha;40;175;11;2021-07-16 00:02:55.530
1122;2404309;Governador Dix-Sept Rosado;37;135;11;2021-07-16 00:02:55.530
1123;2404408;Grossos;37;134;11;2021-07-16 00:02:55.530
1124;2404507;Guamaré;38;141;11;2021-07-16 00:02:55.530
1125;2404606;Ielmo Marinho;39;148;11;2021-07-16 00:02:55.533
1126;2404705;Ipanguaçu;37;137;11;2021-07-16 00:02:55.533
1127;2404804;Ipueira;38;144;11;2021-07-16 00:02:55.537
1128;2404853;Itajá;37;137;11;2021-07-16 00:02:55.537
1129;2404903;Itaú;37;139;11;2021-07-16 00:02:55.537
1130;2405009;Jaçanã;39;147;11;2021-07-16 00:02:55.540
1131;2405108;Jandaíra;39;146;11;2021-07-16 00:02:55.540
1132;2405207;Janduís;37;136;11;2021-07-16 00:02:55.540
1133;2405306;Januário Cicco;39;148;11;2021-07-16 00:02:55.543
1134;2405405;Japi;39;147;11;2021-07-16 00:02:55.543
1135;2405504;Jardim de Angicos;38;142;11;2021-07-16 00:02:55.543
1136;2405603;Jardim de Piranhas;38;144;11;2021-07-16 00:02:55.547
1137;2405702;Jardim do Seridó;38;145;11;2021-07-16 00:02:55.547
1138;2405801;João Câmara;39;146;11;2021-07-16 00:02:55.550
1139;2405900;João Dias;37;140;11;2021-07-16 00:02:55.550
1140;2406007;José da Penha;37;139;11;2021-07-16 00:02:55.550
1141;2406106;Jucurutu;37;137;11;2021-07-16 00:02:55.553
1142;2406155;Jundiá;39;148;11;2021-07-16 00:02:55.553
1143;2406205;Lagoa d'Anta;39;148;11;2021-07-16 00:02:55.557
1144;2406304;Lagoa de Pedras;39;148;11;2021-07-16 00:02:55.557
1145;2406403;Lagoa de Velhos;39;147;11;2021-07-16 00:02:55.557
1146;2406502;Lagoa Nova;38;143;11;2021-07-16 00:02:55.560
1147;2406601;Lagoa Salgada;39;148;11;2021-07-16 00:02:55.560
1148;2406700;Lajes;38;142;11;2021-07-16 00:02:55.560
1149;2406809;Lajes Pintadas;39;147;11;2021-07-16 00:02:55.563
1150;2406908;Lucrécia;37;140;11;2021-07-16 00:02:55.563
1151;2407005;Luís Gomes;37;138;11;2021-07-16 00:02:55.563
1152;2407104;Macaíba;40;150;11;2021-07-16 00:02:55.567
1153;2407203;Macau;38;141;11;2021-07-16 00:02:55.567
1154;2407252;Major Sales;37;138;11;2021-07-16 00:02:55.570
1155;2407302;Marcelino Vieira;37;139;11;2021-07-16 00:02:55.570
1156;2407401;Martins;37;140;11;2021-07-16 00:02:55.570
1157;2407500;Maxaranguape;40;149;11;2021-07-16 00:02:55.573
1158;2407609;Messias Targino;37;136;11;2021-07-16 00:02:55.573
1159;2407708;Montanhas;40;175;11;2021-07-16 00:02:55.573
1160;2407807;Monte Alegre;39;148;11;2021-07-16 00:02:55.577
1161;2407906;Monte das Gameleiras;39;147;11;2021-07-16 00:02:55.577
1162;2408003;Mossoró;37;134;11;2021-07-16 00:02:55.580
1163;2408102;Natal;40;151;11;2021-07-16 00:02:55.580
1164;2408201;Nísia Floresta;40;150;11;2021-07-16 00:02:55.580
1165;2408300;Nova Cruz;39;148;11;2021-07-16 00:02:55.583
1166;2408409;Olho d'Água do Borges;37;140;11;2021-07-16 00:02:55.583
1167;2408508;Ouro Branco;38;145;11;2021-07-16 00:02:55.583
1168;2408607;Paraná;37;139;11;2021-07-16 00:02:55.587
1169;2408706;Paraú;37;136;11;2021-07-16 00:02:55.587
1170;2408805;Parazinho;39;146;11;2021-07-16 00:02:55.587
1171;2408904;Parelhas;38;145;11;2021-07-16 00:02:55.590
1172;2403251;Parnamirim;40;151;11;2021-07-16 00:02:55.590
1173;2409100;Passa e Fica;39;148;11;2021-07-16 00:02:55.593
1174;2409209;Passagem;39;148;11;2021-07-16 00:02:55.593
1175;2409308;Patu;37;140;11;2021-07-16 00:02:55.593
1176;2409407;Pau dos Ferros;37;139;11;2021-07-16 00:02:55.597
1177;2409506;Pedra Grande;40;149;11;2021-07-16 00:02:55.597
1178;2409605;Pedra Preta;38;142;11;2021-07-16 00:02:55.600
1179;2409704;Pedro Avelino;38;142;11;2021-07-16 00:02:55.600
1180;2409803;Pedro Velho;40;175;11;2021-07-16 00:02:55.600
1181;2409902;Pendências;37;137;11;2021-07-16 00:02:55.600
1182;2410009;Pilões;37;139;11;2021-07-16 00:02:55.603
1183;2410108;Poço Branco;39;146;11;2021-07-16 00:02:55.603
1184;2410207;Portalegre;37;139;11;2021-07-16 00:02:55.607
1185;2410256;Porto do Mangue;37;137;11;2021-07-16 00:02:55.607
1186;2410405;Pureza;40;149;11;2021-07-16 00:02:55.607
1187;2410504;Rafael Fernandes;37;139;11;2021-07-16 00:02:55.610
1188;2410603;Rafael Godeiro;37;140;11;2021-07-16 00:02:55.610
1189;2410702;Riacho da Cruz;37;139;11;2021-07-16 00:02:55.610
1190;2410801;Riacho de Santana;37;138;11;2021-07-16 00:02:55.613
1191;2410900;Riachuelo;39;148;11;2021-07-16 00:02:55.613
1192;2408953;Rio do Fogo;40;149;11;2021-07-16 00:02:55.617
1193;2411007;Rodolfo Fernandes;37;139;11;2021-07-16 00:02:55.617
1194;2411106;Ruy Barbosa;39;147;11;2021-07-16 00:02:55.620
1195;2411205;Santa Cruz;39;147;11;2021-07-16 00:02:55.620
1196;2409332;Santa Maria;39;148;11;2021-07-16 00:02:55.620
1197;2411403;Santana do Matos;38;143;11;2021-07-16 00:02:55.620
1198;2411429;Santana do Seridó;38;145;11;2021-07-16 00:02:55.623
1199;2411502;Santo Antônio;39;148;11;2021-07-16 00:02:55.623
1200;2411601;São Bento do Norte;38;141;11;2021-07-16 00:02:55.627
1201;2411700;São Bento do Trairí;39;147;11;2021-07-16 00:02:55.627
1202;2411809;São Fernando;38;144;11;2021-07-16 00:02:55.630
1203;2411908;São Francisco do Oeste;37;139;11;2021-07-16 00:02:55.630
1204;2412005;São Gonçalo do Amarante;40;150;11;2021-07-16 00:02:55.630
1205;2412104;São João do Sabugi;38;144;11;2021-07-16 00:02:55.633
1206;2412203;São José de Mipibu;40;150;11;2021-07-16 00:02:55.633
1207;2412302;São José do Campestre;39;147;11;2021-07-16 00:02:55.633
1208;2412401;São José do Seridó;38;145;11;2021-07-16 00:02:55.637
1209;2412500;São Miguel;37;138;11;2021-07-16 00:02:55.637
1210;2412559;São Miguel do Gostoso;40;149;11;2021-07-16 00:02:55.640
1211;2412609;São Paulo do Potengi;39;148;11;2021-07-16 00:02:55.640
1212;2412708;São Pedro;39;148;11;2021-07-16 00:02:55.640
1213;2412807;São Rafael;37;137;11;2021-07-16 00:02:55.640
1214;2412906;São Tomé;39;147;11;2021-07-16 00:02:55.643
1215;2413003;São Vicente;38;143;11;2021-07-16 00:02:55.643
1216;2413102;Senador Elói de Souza;39;148;11;2021-07-16 00:02:55.647
1217;2413201;Senador Georgino Avelino;40;175;11;2021-07-16 00:02:55.647
1218;2410306;Serra Caiada;39;148;11;2021-07-16 00:02:55.650
1219;2413300;Serra de São Bento;39;147;11;2021-07-16 00:02:55.650
1220;2413359;Serra do Mel;37;134;11;2021-07-16 00:02:55.650
